1	0.673759
2	0.737589
3	0.709220
5	0.567376
4	0.709220
6	0.666667
7	0.631206
8	0.687943
9	0.652482
10	0.723404
11	0.659574
13	0.638298
12	0.716312
14	0.723404
29	0.607143
17	0.659574
15	0.595745
27	0.671429
28	0.621429
16	0.744681
18	0.758865
30	0.685714
19	0.730496
20	0.666667
21	0.702128
22	0.659574
24	0.642857
23	0.666667
26	0.678571
25	0.657143
